lnc	gene	Stg I $estimate	Stg I $p.value	Stg II $estimate	Stg II $p.value	Stg III $estimate	Stg III $p.value
ENSG00000245532	ENSG00000167770	0.342731	4.460817e-06	0.03624225	0.7404273	0.1747307	0.1097283
ENSG00000268388	ENSG00000083720	0.07740418	0.3142821	0.4250434	4.518706e-05	-0.03591597	0.7441737
ENSG00000245694	ENSG00000083720	0.01758625	0.8194123	0.2946249	0.005893241	-0.03531697	0.7482972
ENSG00000251562	ENSG00000180914	0.4702207	8.637153e-11	0.0006357859	0.9953645	0.04414645	0.688288
ENSG00000268388	ENSG00000135124	0.0281139	0.715102	0.07027544	0.5202457	0.000646805	0.9953125
ENSG00000245694	ENSG00000117385	0.356894	1.655303e-06	0.4638215	6.868011e-06	0.1840581	0.09174849
ENSG00000251562	ENSG00000117385	0.2754777	0.0002655943	0.04316551	0.6931183	0.1558732	0.1542943
ENSG00000268388	ENSG00000117385	0.02197538	0.7754203	0.6180316	2.302903e-10	0.09449358	0.3896702
ENSG00000245694	ENSG00000110811	0.06427413	0.4036093	0.405435	0.000107716	0.09168401	0.403983
ENSG00000245694	ENSG00000122884	0.03115407	0.6858432	0.07443939	0.4957659	0.2035088	0.0617512
ENSG00000245694	ENSG00000072682	0.1592193	0.03751826	0.4901864	1.662615e-06	0.1351182	0.2175958
ENSG00000245532	ENSG00000185624	0.004534682	0.9530604	0.0803011	0.462356	0.03809452	0.7292378
ENSG00000245532	ENSG00000170515	0.07344578	0.3397426	0.05249215	0.6312274	0.06515517	0.5535581
ENSG00000245694	ENSG00000170515	0.2927398	0.0001021369	0.358627	0.0006973122	0.1244571	0.256431
ENSG00000268388	ENSG00000170515	-0.1259208	0.1007788	0.3468829	0.001067846	0.1142486	0.2978114
ENSG00000268388	ENSG00000151846	-0.04811616	0.5320054	0.1052055	0.3350269	0.05084611	0.6439837
ENSG00000268388	ENSG00000174740	0.346752	3.382976e-06	0.008680697	0.9367741	0.4231075	5.476533e-05
ENSG00000268388	ENSG00000179364	0.1826909	0.01677355	0.5003239	9.331109e-07	0.06750327	0.5393241
ENSG00000245532	ENSG00000179364	0.2744872	0.0002800443	0.1953064	0.07153105	0.1874291	0.08585436
ENSG00000251562	ENSG00000006712	0.07084785	0.3571452	-0.04329449	0.6922473	0.03990831	0.7168789
ENSG00000245532	ENSG00000006712	0.02813877	0.7148608	-0.03859673	0.7242195	-0.06555009	0.5511516
ENSG00000245694	ENSG00000007168	0.1744844	0.02246088	0.5113741	4.865596e-07	0.2420654	0.02561526
ENSG00000268388	ENSG00000007168	0.2858539	0.0001506474	0.5532536	3.307767e-08	0.1474256	0.1781599
ENSG00000245694	ENSG00000079462	0.2467826	0.001138291	0.2851911	0.007777735	0.0390042	0.7230306
ENSG00000251562	ENSG00000079462	0.1346188	0.07918113	0.1194288	0.2734045	0.0142558	0.896968
ENSG00000245532	ENSG00000079462	0.06317247	0.4117326	-0.03597137	0.7422994	-0.04008674	0.715667
ENSG00000245694	ENSG00000120727	0.4300813	4.339302e-09	0.2252144	0.0370824	0.1048113	0.3397611
ENSG00000268388	ENSG00000149269	0.1509808	0.04870522	0.2926475	0.006250835	0.2372517	0.02879485
ENSG00000245694	ENSG00000111845	0.2373261	0.001775299	0.3184563	0.002805902	0.1213132	0.268734
ENSG00000245532	ENSG00000180370	0.3220241	1.74614e-05	0.1864003	0.08572259	0.2313526	0.03314045
ENSG00000245532	ENSG00000130669	0.2868845	0.0001422247	0.06018104	0.5820254	0.1123323	0.3060422
ENSG00000268388	ENSG00000130669	0.00303503	0.9685737	0.2646908	0.01378493	0.08635797	0.4319482
ENSG00000245694	ENSG00000083093	0.3727688	5.140444e-07	0.1796628	0.09787542	0.2035305	0.06172281
ENSG00000268388	ENSG00000083093	0.02597812	0.7359109	0.1679997	0.1220613	0.09507603	0.3867414
ENSG00000245694	ENSG00000129116	0.1232687	0.1082176	0.5197687	2.921079e-07	0.2294126	0.03468479
ENSG00000245532	ENSG00000125779	0.1837138	0.0161611	0.08094231	0.4587777	0.1265248	0.2485519
ENSG00000245694	ENSG00000100767	0.2362186	0.00186807	0.297613	0.005387196	-0.04226603	0.7009224
ENSG00000245694	ENSG00000182752	-0.03611325	0.6391188	0.4103518	8.706869e-05	0.0978117	0.3731624
ENSG00000268388	ENSG00000138801	0.1808376	0.01793473	0.5531459	3.332307e-08	0.3591098	0.0007377903
ENSG00000251562	ENSG00000138801	0.2965394	8.207186e-05	0.2872156	0.007333715	0.3364169	0.001644024
ENSG00000251562	ENSG00000162073	0.3462851	3.494088e-06	0.1982161	0.06732763	0.2114408	0.05207085
ENSG00000251562	ENSG00000124171	0.5797564	9.681373e-17	0.1921035	0.07639966	0.3413331	0.001388971
ENSG00000268388	ENSG00000178184	0.1087522	0.1568072	0.2190757	0.04270489	0.06510729	0.5538502
ENSG00000245694	ENSG00000116288	0.2822033	0.0001843741	0.2309867	0.03237377	0.1995277	0.06713444
ENSG00000251562	ENSG00000140694	0.3898211	1.362911e-07	0.3026383	0.004622555	0.2697778	0.01252905
ENSG00000245694	ENSG00000143799	0.3152568	2.670518e-05	0.2793635	0.009190541	0.1991854	0.06761446
ENSG00000251562	ENSG00000143799	0.2560549	0.0007239987	0.1505425	0.1664982	0.254166	0.01891073
ENSG00000245694	ENSG00000185480	0.4235048	7.863687e-09	0.3748195	0.000377086	0.313593	0.003472593
ENSG00000251562	ENSG00000125618	0.03808206	0.6209429	0.02024036	0.8532497	0.2338683	0.03122416
ENSG00000251562	ENSG00000168078	0.09676234	0.2080276	0.137224	0.2077015	0.0979569	0.3724499
ENSG00000203875	ENSG00000167081	0.1796757	0.01869783	-0.2180544	0.04370569	-0.02828229	0.7972247
ENSG00000178977	ENSG00000167081	-0.1195022	0.1195142	-0.01941031	0.8592048	-0.09975178	0.3637106
ENSG00000218510	ENSG00000167081	0.1989897	0.009075711	0.2839967	0.008050641	0.3594731	0.0007280338
ENSG00000226950	ENSG00000167081	0.0178795	0.8164538	0.01116461	0.9187373	0.1432304	0.190968
ENSG00000264575	ENSG00000167081	-0.0820457	0.2860544	0.1646522	0.1297881	-0.0557907	0.6120536
ENSG00000229152	ENSG00000167081	0.4398877	1.745876e-09	0.3444416	0.001164402	0.4759361	4.152352e-06
ENSG00000253738	ENSG00000167081	0.06817709	0.3756048	-0.2082	0.05439828	0.04507988	0.6820476
ENSG00000215417	ENSG00000167081	0.1418041	0.0643008	0.001559608	0.9886293	0.2908443	0.006925798
ENSG00000225855	ENSG00000167081	0.3543093	1.990733e-06	0.3747186	0.0003785702	0.2620641	0.01539955
ENSG00000233016	ENSG00000167081	0.2094759	0.005964314	0.04547236	0.6776019	0.2826213	0.008774434
ENSG00000255198	ENSG00000167081	-0.07850744	0.3074134	-0.2136438	0.04825367	-0.1345595	0.2195214
ENSG00000247092	ENSG00000167081	0.2681237	0.0003917188	0.08467508	0.4382525	0.3808808	0.0003230176
ENSG00000182165	ENSG00000167081	-0.1057623	0.1685919	-0.2123819	0.04962448	-0.07636396	0.487286
ENSG00000184274	ENSG00000167081	0.06700706	0.3838724	0.159265	0.142998	0.2166526	0.04641651
ENSG00000225077	ENSG00000167081	-0.07033583	0.3606396	0.1397833	0.1992675	0.03034203	0.7828083
ENSG00000198221	ENSG00000167081	0.3346941	7.665559e-06	0.2971033	0.005470691	0.4212098	5.961979e-05
ENSG00000232860	ENSG00000167081	0.2916019	0.0001089862	0.3422266	0.001258787	0.2276359	0.03615173
ENSG00000247400	ENSG00000167081	0.22053	0.003750434	0.2018105	0.06241312	0.3794185	0.0003420662
ENSG00000245910	ENSG00000167081	0.1398037	0.06819308	-0.1122212	0.3036103	0.02708295	0.8056509
ENSG00000247095	ENSG00000167081	0.05118267	0.506161	0.1184976	0.2771891	0.3928991	0.000199642
ENSG00000268388	ENSG00000167081	0.08607635	0.2629621	0.1347043	0.2162498	0.01484471	0.8927364
ENSG00000234741	ENSG00000167081	0.4363671	2.428955e-09	-0.03586149	0.7430592	0.1483225	0.1755051
ENSG00000245694	ENSG00000167081	0.3375289	6.343886e-06	0.1864981	0.08555544	0.2019118	0.06386687
ENSG00000225978	ENSG00000167081	-0.03698257	0.631066	0.2201013	0.04171903	0.2969966	0.005776514
ENSG00000225470	ENSG00000167081	0.6149192	3.650286e-19	0.5534184	3.270542e-08	0.5172644	4.002491e-07
ENSG00000235890	ENSG00000167081	-0.03830203	0.618926	-0.03866281	0.7237663	0.1827012	0.09420914
ENSG00000226051	ENSG00000167081	0.01942722	0.8008831	-0.1319164	0.2259949	-0.05247031	0.6334202
ENSG00000255717	ENSG00000167081	0.7090494	1.971038e-27	0.3129405	0.003349594	0.4202492	6.222671e-05
ENSG00000260583	ENSG00000167081	0.2455228	0.001208917	0.1395362	0.2000711	0.3361069	0.001661442
ENSG00000216863	ENSG00000167081	-0.04178049	0.5874187	-0.05604455	0.6082776	-0.0009665314	0.9929954
ENSG00000215386	ENSG00000167081	-0.1374475	0.07302187	0.1094575	0.3157492	0.03015722	0.7840989
ENSG00000197989	ENSG00000167081	0.6221274	1.065135e-19	0.1467631	0.1775224	0.2206842	0.04239938
ENSG00000231607	ENSG00000167081	0.2333378	0.002130437	0.5620798	1.788546e-08	0.4158152	7.569192e-05
ENSG00000245532	ENSG00000167081	0.6326785	1.65565e-20	0.3799907	0.0003077581	0.1962752	0.0718086
ENSG00000251562	ENSG00000167081	0.5336575	5.669595e-14	0.352413	0.0008754604	0.4183757	6.761899e-05
ENSG00000179935	ENSG00000167081	0.4564848	3.495424e-10	0.38642	0.0002379371	0.3055402	0.004461131
ENSG00000229325	ENSG00000167081	0.202436	0.007923118	0.4288055	3.801288e-05	0.2170483	0.04600886
ENSG00000235947	ENSG00000167081	0.1496903	0.0506868	0.2024209	0.06160821	0.1627576	0.136678
ENSG00000185186	ENSG00000167081	-0.04277346	0.5785614	-0.04691172	0.6679875	-0.01999514	0.8558694
ENSG00000224418	ENSG00000167081	0.09844007	0.2002138	0.267707	0.01270448	0.2448712	0.02390335
ENSG00000177410	ENSG00000167081	0.1546883	0.04336765	-0.1172406	0.2823535	-0.03849144	0.7265272
ENSG00000234883	ENSG00000167081	0.03113848	0.6859922	0.1227078	0.2603545	0.1570867	0.1510721
ENSG00000254389	ENSG00000167081	0.2049826	0.007156889	0.05883693	0.5904987	-0.01130328	0.9182238
ENSG00000174365	ENSG00000167081	0.1839157	0.01604253	0.1934757	0.07428235	0.3870936	0.0002524616
ENSG00000227848	ENSG00000167081	0.0225846	0.7693669	-0.008835777	0.935647	0.007615897	0.9448492
ENSG00000238197	ENSG00000167081	0.3444043	3.977692e-06	0.2619194	0.01484709	0.5670224	1.535443e-08
ENSG00000233429	ENSG00000167081	0.1529467	0.04581065	0.1033792	0.3435312	0.2099041	0.05384208
ENSG00000245694	ENSG00000173599	-0.02111396	0.784003	-0.08146598	0.4558667	-0.1519763	0.164989
ENSG00000245532	ENSG00000173599	-0.1433687	0.06138464	-0.08773278	0.4218329	-0.1438514	0.1890313
ENSG00000251562	ENSG00000173599	-0.2449119	0.001244588	-0.2548132	0.01789962	-0.207571	0.05662528
ENSG00000268388	ENSG00000173599	0.1014081	0.1869146	-0.1337384	0.219592	-0.1987159	0.06827736
ENSG00000245694	ENSG00000197111	0.5557029	3.042361e-15	0.3984749	0.000144769	0.3356462	0.001687637
ENSG00000245532	ENSG00000197111	0.269324	0.0003679197	0.1540034	0.1568541	-0.02245648	0.8383545
ENSG00000245694	ENSG00000183570	-0.1165565	0.1289704	0.0405209	0.711063	-0.1257575	0.2514561
ENSG00000268388	ENSG00000090097	0.04548017	0.5547388	0.05871773	0.5912528	0.03846685	0.726695
ENSG00000251562	ENSG00000189184	0.1883577	0.01361915	0.1923021	0.07609024	0.1781549	0.1028342
ENSG00000268388	ENSG00000189184	0.5297604	9.303406e-14	0.7871514	2.565359e-19	0.1919518	0.07842302
ENSG00000245694	ENSG00000113209	0.06512733	0.3973838	0.2856235	0.007680965	0.2522304	0.01986931
ENSG00000245694	ENSG00000113212	0.119597	0.1192188	0.3575861	0.0007246322	0.06525058	0.5529762
ENSG00000245694	ENSG00000132635	0.3396511	5.499146e-06	0.2655152	0.013482	0.1224896	0.2640846
ENSG00000251562	ENSG00000115289	0.2713064	0.0003315283	0.04979566	0.6488854	0.1523182	0.1640295
ENSG00000245694	ENSG00000277258	0.4463549	9.425097e-10	0.2476698	0.02149748	0.1382793	0.2069239
ENSG00000268388	ENSG00000277258	0.1707348	0.0255693	0.2460812	0.02237671	0.1269338	0.2470136
ENSG00000251562	ENSG00000277258	0.4460463	9.709321e-10	0.3274919	0.002084314	0.1841566	0.09157193
ENSG00000245532	ENSG00000277258	0.5345246	5.073599e-14	0.2811547	0.00873409	0.1644108	0.1326841
ENSG00000245694	ENSG00000180628	0.06316712	0.4117723	0.3149627	0.003140204	0.2424594	0.02536877
ENSG00000245694	ENSG00000126226	0.3082726	4.09645e-05	0.1655123	0.1277682	0.1710743	0.1174802
ENSG00000245532	ENSG00000124253	-0.06100565	0.4279877	0.2707179	0.01170008	-0.07037872	0.5221422
ENSG00000245694	ENSG00000100889	-0.1053254	0.170368	-0.1135306	0.297967	-0.2489265	0.02160177
ENSG00000245532	ENSG00000100889	-0.1446329	0.05910862	0.09839821	0.3674051	-0.2014207	0.06452917
ENSG00000245694	ENSG00000120265	0.1897015	0.01295214	0.4127305	7.845706e-05	0.007292858	0.947185
ENSG00000268388	ENSG00000120265	0.05814445	0.4500091	0.4687367	5.318969e-06	0.09600669	0.382089
ENSG00000245694	ENSG00000168300	0.1405441	0.06673063	0.06634044	0.5439288	0.1536628	0.1602953
ENSG00000268388	ENSG00000203880	0.08684007	0.2587345	0.0295784	0.7868956	-0.06306882	0.5663551
ENSG00000251562	ENSG00000081154	0.294563	9.199632e-05	0.3574113	0.0007293151	0.3344739	0.001755978
ENSG00000251562	ENSG00000160299	0.3209786	1.865844e-05	0.2945303	0.005909921	0.3228108	0.002584988
ENSG00000245532	ENSG00000160299	0.2613595	0.000554665	0.3484201	0.001010842	0.2439298	0.02446653
ENSG00000245694	ENSG00000175426	-0.05052435	0.5116537	0.01042982	0.9240691	-0.1398722	0.2016902
ENSG00000245694	ENSG00000145882	0.2167965	0.004397538	0.3415651	0.00128829	0.1969361	0.07083823
ENSG00000245694	ENSG00000161217	0.3220055	1.748203e-05	0.4596097	8.523038e-06	0.2818848	0.00895942
ENSG00000268388	ENSG00000161217	0.0265477	0.7303419	0.4045746	0.0001117654	0.1607911	0.141547
ENSG00000245532	ENSG00000106244	0.2378607	0.001732035	-0.1214721	0.2652219	0.0118202	0.9144978
ENSG00000251562	ENSG00000106244	0.2231243	0.003352706	-0.0239281	0.826896	0.05421343	0.6221643
ENSG00000268388	ENSG00000148843	0.02464683	0.7489806	0.09165967	0.4012744	0.04234387	0.7003978
ENSG00000245694	ENSG00000150593	0.1498235	0.05047925	0.0225325	0.8368485	0.3052988	0.004494285
ENSG00000268388	ENSG00000105185	-0.1267921	0.09842513	0.1284286	0.2386144	0.03084533	0.7792965
ENSG00000245694	ENSG00000170248	0.3024544	5.803185e-05	0.2744115	0.01056299	0.3161639	0.003201079
ENSG00000245694	ENSG00000174840	0.1323442	0.08443196	0.2462353	0.02229013	0.2170588	0.04599807
ENSG00000251562	ENSG00000186642	-0.0483564	0.529957	-0.02112154	0.8469367	-0.06485146	0.5554123
ENSG00000245532	ENSG00000186642	-0.004417242	0.9542747	-0.008902363	0.9351631	0.05722267	0.6029366
ENSG00000245694	ENSG00000184588	-0.06312438	0.4120894	0.19848	0.06695649	-0.1214687	0.2681163
ENSG00000245694	ENSG00000105650	0.3017701	6.042914e-05	0.2795568	0.009140298	-0.09710379	0.3766482
ENSG00000245694	ENSG00000178104	0.0556777	0.4694946	0.1309589	0.2294116	-0.1222104	0.2651829
ENSG00000245694	ENSG00000138735	0.2461411	0.001173764	0.1594067	0.1426382	0.2132409	0.05005717
ENSG00000251562	ENSG00000138735	0.5122937	7.935989e-13	0.3472023	0.00105577	0.2370495	0.02893546
ENSG00000245694	ENSG00000133256	0.1148477	0.1347145	0.1997956	0.06513083	-0.01232392	0.9108687
ENSG00000245694	ENSG00000197461	0.05169295	0.5019249	0.4165955	6.613256e-05	0.1075919	0.3270317
ENSG00000268388	ENSG00000145431	0.1467355	0.05547703	0.1770315	0.1029734	0.2355969	0.02996232
ENSG00000245694	ENSG00000131828	0.11149	0.1465689	0.1073547	0.3251915	0.06852574	0.5331827
ENSG00000245694	ENSG00000065485	0.04286111	0.5777825	0.1837307	0.09038625	0.1847177	0.09057072
ENSG00000245532	ENSG00000143870	0.1259824	0.1006111	0.1152353	0.2907236	0.1645801	0.13228
ENSG00000251562	ENSG00000152256	0.04425219	0.5654876	0.03079724	0.778335	0.07710396	0.4830639
ENSG00000245694	ENSG00000004799	0.2306313	0.002406985	-0.04792779	0.6612325	-0.03418838	0.7560856
ENSG00000268388	ENSG00000120913	0.145204	0.05810344	0.1505171	0.1665705	0.06564477	0.5505753
ENSG00000245694	ENSG00000131435	-0.02568512	0.738781	0.2612848	0.01510002	0.07842574	0.4755712
ENSG00000268388	ENSG00000164951	0.2581747	0.0006513112	0.4145752	7.233047e-05	0.2991487	0.005416324
ENSG00000245694	ENSG00000164951	0.1823532	0.01698012	0.4230381	4.950807e-05	0.123974	0.2582961
ENSG00000251562	ENSG00000090857	0.4226469	8.48991e-09	0.420643	5.517189e-05	0.2540263	0.01897855
ENSG00000251562	ENSG00000088356	0.1984067	0.00928472	0.09608877	0.3788105	0.06847695	0.533475
ENSG00000268388	ENSG00000088356	-0.04386867	0.5688648	0.1792753	0.09861351	0.1306585	0.233303
ENSG00000268388	ENSG00000083642	0.1925244	0.01164365	0.2654864	0.01349246	0.112807	0.3039894
ENSG00000245532	ENSG00000160209	0.0129613	0.8663828	0.08848839	0.4178306	0.2717661	0.01186929
ENSG00000268388	ENSG00000160209	-0.06651669	0.38737	0.2152607	0.04654306	0.1013564	0.356005
ENSG00000245694	ENSG00000067840	-0.05693793	0.4594825	0.1532779	0.1588405	0.005993558	0.9565845
ENSG00000245694	ENSG00000162734	0.2380661	0.001715671	0.3624407	0.0006050539	0.2687091	0.01289667
ENSG00000268388	ENSG00000173517	0.3859499	1.85455e-07	0.5066697	6.437964e-07	0.3215099	0.002696437
ENSG00000245694	ENSG00000115425	0.01889305	0.8062485	-0.2327186	0.03106323	-0.03602926	0.7433945
ENSG00000268388	ENSG00000162517	-0.08318702	0.2793819	0.2780053	0.00955046	0.12555	0.2522454
ENSG00000245694	ENSG00000242265	-0.003912728	0.9594925	0.05764282	0.5980728	0.09002576	0.4125737
ENSG00000245532	ENSG00000174516	0.1644761	0.03157972	0.1645543	0.1300195	0.0897947	0.4137791
ENSG00000251562	ENSG00000141456	0.2222557	0.003481423	0.1149981	0.2917248	0.1536254	0.1603983
ENSG00000268388	ENSG00000179094	0.3358725	7.087235e-06	0.01887642	0.8630394	0.07190232	0.5131514
ENSG00000268388	ENSG00000132326	0.29636	8.292962e-05	0.2513039	0.01959656	0.06795838	0.5365862
ENSG00000245694	ENSG00000132326	0.0892396	0.2457568	0.2820594	0.008511196	0.3773696	0.0003704962
ENSG00000245532	ENSG00000157911	0.2242786	0.003188316	0.1443884	0.1847166	0.0607285	0.5808736
ENSG00000245694	ENSG00000104883	-0.1050365	0.1715498	-0.1089442	0.3180373	-0.2556232	0.0182155
ENSG00000245694	ENSG00000139197	0.2126078	0.005241469	0.08150936	0.455626	0.1839397	0.09196107
ENSG00000268388	ENSG00000143256	-0.1232386	0.1083045	0.1020053	0.350017	0.2062883	0.0582049
ENSG00000251562	ENSG00000114268	0.02195376	0.7756354	0.02322744	0.8318893	0.2096201	0.05417475
ENSG00000245694	ENSG00000114268	0.1223809	0.1108016	0.2569012	0.01695117	0.1258637	0.2510528
ENSG00000245694	ENSG00000141959	-0.001478412	0.9846888	-0.01450291	0.8945625	0.03278345	0.7658151
ENSG00000245694	ENSG00000161395	-0.01968507	0.7982965	-0.08727741	0.4242555	0.203226	0.06212163
ENSG00000245694	ENSG00000142657	0.1098099	0.1527899	0.3546956	0.0008056982	0.03336537	0.7617807
ENSG00000251562	ENSG00000142657	0.02431833	0.7522168	0.09982436	0.360468	0.2000585	0.06639542
ENSG00000245694	ENSG00000102144	0.2480575	0.001070683	0.3402768	0.001347555	0.04459534	0.6852843
ENSG00000245694	ENSG00000130313	0.1022726	0.1831656	0.2980557	0.005315595	0.007253991	0.9474661
ENSG00000245694	ENSG00000079739	0.1995985	0.008861894	-0.003401358	0.9752046	-0.07040263	0.5220004
ENSG00000268388	ENSG00000184207	-0.1223853	0.1107888	0.0002303465	0.9983205	0.008120891	0.9411985
ENSG00000245694	ENSG00000164040	0.1689492	0.02717483	0.1860401	0.08634055	-0.1636692	0.1344646
ENSG00000268388	ENSG00000087157	0.07271791	0.3445632	0.7263305	2.486981e-15	0.2268588	0.03680938
ENSG00000245694	ENSG00000112419	0.10828	0.158626	0.303538	0.004496348	0.2572446	0.01746786
ENSG00000268388	ENSG00000134686	0.1018379	0.1850436	0.3081914	0.003891211	0.1463714	0.1813177
ENSG00000245694	ENSG00000134686	0.2603334	0.0005842525	0.2478799	0.02138347	0.1051256	0.3383067
ENSG00000251562	ENSG00000102174	0.08423206	0.2733651	0.01734585	0.8740495	0.36433	0.0006084089
ENSG00000245694	ENSG00000112511	0.2739732	0.0002878262	0.2310113	0.03235481	0.1210754	0.2696804
ENSG00000268388	ENSG00000112511	0.03946912	0.6082732	0.3086838	0.003831641	0.02644708	0.8101273
ENSG00000268388	ENSG00000130024	0.2207922	0.003708397	0.2021478	0.06196731	0.04490686	0.6832027
ENSG00000268388	ENSG00000106443	0.007707465	0.9203043	0.4465099	1.638415e-05	0.2784064	0.009880025
ENSG00000245532	ENSG00000119403	0.1750288	0.02203785	0.1392057	0.2011492	0.1290248	0.23925
ENSG00000251562	ENSG00000119403	0.237053	0.001797774	0.2076226	0.0550861	0.3580811	0.0007660694
ENSG00000245532	ENSG00000197724	0.2325173	0.002211059	0.2708696	0.01165135	0.3429721	0.001312267
ENSG00000251562	ENSG00000025293	0.3218978	1.760207e-05	0.3386906	0.001423914	0.3534157	0.0009071414
ENSG00000245694	ENSG00000129292	0.2801633	0.0002061618	0.3598505	0.0006664036	0.3198695	0.002843113
ENSG00000245694	ENSG00000135365	0.4414918	1.500136e-09	0.3965956	0.0001566253	0.2570586	0.01755227
ENSG00000268388	ENSG00000135365	0.1448453	0.05873319	0.4922441	1.480885e-06	0.1874288	0.08585492
ENSG00000245694	ENSG00000100410	0.370697	6.009498e-07	0.4005508	0.0001326405	0.07143539	0.5158983
ENSG00000245694	ENSG00000146247	0.3249366	1.449759e-05	0.124536	0.2532654	0.2961029	0.005932211
ENSG00000245694	ENSG00000102893	0.3021382	5.912827e-05	0.1714877	0.114391	0.2887784	0.007354624
ENSG00000245532	ENSG00000019144	0.6004229	3.959042e-18	0.05530117	0.6130498	0.3051889	0.004509448
ENSG00000251562	ENSG00000054148	0.01378885	0.8579388	0.120963	0.2672448	0.1364904	0.2129164
ENSG00000268388	ENSG00000054148	-0.1200568	0.1177955	-0.04016996	0.7134564	0.04509442	0.6819506
ENSG00000245532	ENSG00000054148	-0.07797515	0.310715	-0.01197151	0.9128864	0.004395512	0.9681531
ENSG00000251562	ENSG00000006576	0.4059553	3.615274e-08	0.2236339	0.03846728	0.3267044	0.002275691
