lnc	gene	Stg I $estimate	Stg I $p.value	Stg II $estimate	Stg II $p.value
ENSG00000268388	ENSG00000163738	0.1084444	0.63985	0.06232843	0.4532725
ENSG00000251562	ENSG00000100330	0.32856	0.1458945	0.3429686	2.114118e-05
ENSG00000251562	ENSG00000185499	-0.2049852	0.3727366	0.1612968	0.05097092
ENSG00000245694	ENSG00000185499	0.7366233	0.0001400288	0.5693919	5.25565e-14
ENSG00000245532	ENSG00000205277	0.1890639	0.4117666	-0.01864116	0.8226779
ENSG00000268388	ENSG00000183486	-0.1717465	0.4566306	0.04177791	0.6153682
ENSG00000268388	ENSG00000123933	-0.03075976	0.8947009	0.1358204	0.1009455
ENSG00000234883	ENSG00000118513	0.5169475	0.0164108	0.1029037	0.2148697
ENSG00000251562	ENSG00000101057	-0.3361951	0.1362053	-0.07942346	0.3389463
ENSG00000226950	ENSG00000136997	-0.2830713	0.2137247	-0.0916865	0.2693858
ENSG00000255198	ENSG00000136997	-0.2687144	0.2388682	-0.1517307	0.06656957
ENSG00000253738	ENSG00000136997	-0.291198	0.2003003	0.242637	0.003065592
ENSG00000177640	ENSG00000136997	-0.3716657	0.09712811	-0.07602611	0.360074
ENSG00000236790	ENSG00000136997	0.04247661	0.8549432	-0.08308974	0.3170489
ENSG00000264575	ENSG00000136997	-0.4703651	0.03141147	0.02723939	0.7432887
ENSG00000238197	ENSG00000136997	-0.3987518	0.07336827	0.1577159	0.05641227
ENSG00000175611	ENSG00000136997	-0.3243865	0.1513906	0.1052737	0.204438
ENSG00000245910	ENSG00000136997	-0.0170234	0.9416159	0.285433	0.0004577401
ENSG00000233429	ENSG00000136997	0.4174897	0.05969081	0.07643859	0.3574661
ENSG00000235823	ENSG00000136997	-0.4865973	0.02529396	-0.05880805	0.4792338
ENSG00000247400	ENSG00000136997	-0.3099768	0.1714765	-0.07933371	0.3394941
ENSG00000227354	ENSG00000136997	-0.279104	0.2204897	0.2010018	0.01463932
ENSG00000197989	ENSG00000136997	0.03563733	0.8781153	-0.07073658	0.3945577
ENSG00000268388	ENSG00000172936	0.03141518	0.8924696	-0.01174445	0.8877253
ENSG00000251562	ENSG00000105357	-0.06505812	0.7793434	0.08457179	0.3084637
ENSG00000245532	ENSG00000105357	0.4406909	0.04555146	0.2329998	0.004510606
ENSG00000251562	ENSG00000196465	-0.1444773	0.5320833	0.248593	0.002396533
ENSG00000245532	ENSG00000196465	-0.4267525	0.05369303	0.1548134	0.06116608
ENSG00000251562	ENSG00000197879	0.1011938	0.6625059	0.1697094	0.03988066
ENSG00000245532	ENSG00000099331	0.05265703	0.8206681	0.01089074	0.8958387
ENSG00000245694	ENSG00000138119	0.347276	0.1229682	0.2454403	0.002732119
ENSG00000245532	ENSG00000196132	-0.3802019	0.0891031	0.01424201	0.8640588
ENSG00000245532	ENSG00000099326	-0.2066877	0.3686922	0.5138154	2.819631e-11
ENSG00000251562	ENSG00000099326	0.3057229	0.1777404	0.3954525	7.149209e-07
ENSG00000268388	ENSG00000173418	-0.08508947	0.713829	-0.046681	0.5744897
ENSG00000245532	ENSG00000183011	-0.4068769	0.06717513	0.06049347	0.4667054
ENSG00000251562	ENSG00000183011	0.03531672	0.8792041	-0.03072823	0.7117798
ENSG00000268388	ENSG00000138744	-0.06839499	0.7683162	0.0135195	0.8708938
ENSG00000251562	ENSG00000008130	0.2623506	0.2506014	0.1127043	0.1741032
ENSG00000236790	ENSG00000111704	0.7093798	0.0003169114	0.2429901	0.003021659
ENSG00000255794	ENSG00000111704	0.1384999	0.5493599	0.4319795	4.675239e-08
ENSG00000233429	ENSG00000111704	-0.1011623	0.6626049	0.03715338	0.6550415
ENSG00000235984	ENSG00000111704	-0.01132875	0.9611287	-0.05798495	0.4854175
ENSG00000235823	ENSG00000111704	-0.0645259	0.7811061	0.06348457	0.4449211
ENSG00000255198	ENSG00000111704	-0.2764133	0.2251573	-0.07453429	0.3696045
ENSG00000227354	ENSG00000111704	-0.1424582	0.5378907	0.07830476	0.3458147
ENSG00000247400	ENSG00000111704	-0.05094114	0.8264249	0.1359466	0.1006263
ENSG00000197989	ENSG00000111704	0.3222551	0.1542527	0.001308335	0.9874519
ENSG00000180769	ENSG00000111704	-0.3316005	0.1419797	-0.04864356	0.5584915
ENSG00000226711	ENSG00000111704	-0.04860296	0.8342831	0.1707026	0.03871635
ENSG00000175611	ENSG00000111704	-0.4251526	0.05469453	-0.03641844	0.6614399
ENSG00000242808	ENSG00000111704	-0.201762	0.3804628	-0.03902579	0.6388537
ENSG00000253738	ENSG00000111704	-0.1947948	0.3974686	0.0782426	0.3461989
ENSG00000245910	ENSG00000111704	0.1530227	0.5078326	0.0009570954	0.9908205
ENSG00000259974	ENSG00000111704	-0.2460874	0.2822375	0.03795217	0.6481154
ENSG00000182165	ENSG00000111704	-0.0518641	0.8233273	0.07270552	0.3814971
ENSG00000264575	ENSG00000111704	-0.2605785	0.2539333	0.03542428	0.6701343
ENSG00000226950	ENSG00000111704	-0.1549327	0.5024861	0.01419663	0.8644878
ENSG00000268388	ENSG00000177432	-0.1881195	0.4141494	0.2221025	0.006856882
ENSG00000245694	ENSG00000105402	-0.4858314	0.02555948	0.06652941	0.4233472
ENSG00000268388	ENSG00000105402	-0.04749478	0.8380129	0.1138879	0.1695961
ENSG00000245532	ENSG00000105402	-0.2686395	0.2390043	0.05192209	0.5322538
ENSG00000251562	ENSG00000105402	0.3041449	0.1801033	0.227328	0.005622406
ENSG00000245532	ENSG00000090971	-0.5133122	0.01731823	0.09005204	0.2780511
ENSG00000268388	ENSG00000090971	-0.1039933	0.6537234	-0.01822154	0.8266059
ENSG00000251562	ENSG00000090971	0.1305249	0.5727977	0.0717276	0.3879508
ENSG00000245532	ENSG00000104490	-0.4214648	0.05705738	-0.25959	0.001497822
ENSG00000197989	ENSG00000074356	-0.08806697	0.704242	0.07271536	0.3814325
ENSG00000245910	ENSG00000074356	-0.02665391	0.9086955	-0.008041444	0.9229912
ENSG00000175061	ENSG00000074356	0.4559217	0.03778327	0.228879	0.005296338
ENSG00000245532	ENSG00000188505	-0.1083357	0.6401873	0.07266868	0.381739
ENSG00000268388	ENSG00000144959	0.1019482	0.6601349	-0.06990775	0.4001347
ENSG00000245694	ENSG00000144959	0.1610424	0.4855697	0.07777666	0.3490873
ENSG00000251562	ENSG00000124160	0.2807519	0.2176628	0.1030941	0.2140177
ENSG00000245694	ENSG00000072864	0.4297201	0.05187263	0.2407821	0.003306
ENSG00000251562	ENSG00000072864	0.000727542	0.9975027	0.3128029	0.0001145925
ENSG00000268388	ENSG00000131507	-0.1034723	0.6553544	-0.01171176	0.8880357
ENSG00000245694	ENSG00000131507	-0.39037	0.08019648	0.05530133	0.5058724
ENSG00000225937	ENSG00000104419	0.3253608	0.1500948	0.2305129	0.004971239
ENSG00000268388	ENSG00000101079	-0.1348498	0.5600332	0.04200324	0.6134621
ENSG00000268388	ENSG00000128609	0.01158013	0.9602668	0.1351513	0.1026519
ENSG00000245532	ENSG00000164182	-0.3665142	0.1022208	-0.01246859	0.8808522
ENSG00000251562	ENSG00000151366	-0.03878022	0.8674539	-0.06466965	0.4364515
ENSG00000245532	ENSG00000160194	-0.1466193	0.5259543	0.07672779	0.3556446
ENSG00000251562	ENSG00000160194	0.1279578	0.5804337	0.06011212	0.4695243
ENSG00000245694	ENSG00000089818	-0.5008136	0.02075051	0.03177647	0.7024044
ENSG00000268388	ENSG00000089818	0.009817651	0.9663105	-0.03749266	0.652096
ENSG00000245694	ENSG00000119408	0.3190711	0.1585982	-0.0340364	0.6823451
ENSG00000197989	ENSG00000204356	0.4352132	0.04862855	0.3145048	0.0001046578
ENSG00000255198	ENSG00000204356	0.1212322	0.6006439	0.2057997	0.01239425
ENSG00000245910	ENSG00000204356	0.3174102	0.1608984	0.4380665	2.873644e-08
ENSG00000268388	ENSG00000117691	0.1439347	0.533641	-0.02993619	0.7188926
ENSG00000245694	ENSG00000117691	-0.484394	0.02606381	0.006978652	0.9331436
ENSG00000245532	ENSG00000163531	-0.3299666	0.144074	-0.1323756	0.109974
ENSG00000268388	ENSG00000176953	0.2379281	0.2990049	0.04795244	0.5641008
ENSG00000251562	ENSG00000050344	-0.2068489	0.3683103	-0.003358371	0.9677977
ENSG00000245694	ENSG00000050344	0.4004738	0.0720213	0.2017921	0.01424672
ENSG00000268388	ENSG00000077150	-0.0226013	0.9225342	-0.01326137	0.873338
ENSG00000268388	ENSG00000146232	-0.05197948	0.8229403	-0.1808798	0.02834731
ENSG00000226950	ENSG00000001167	-0.5690094	0.007103359	-0.1385021	0.09432988
ENSG00000235823	ENSG00000001167	-0.6293684	0.002236555	0.1443102	0.0811815
ENSG00000233429	ENSG00000001167	0.4384676	0.04678172	0.05070452	0.5419254
ENSG00000182165	ENSG00000001167	-0.5317634	0.01310022	-0.01030229	0.9014375
ENSG00000253738	ENSG00000001167	-0.05217384	0.8222883	0.4924606	2.365167e-10
ENSG00000255198	ENSG00000001167	-0.2675577	0.240974	-0.3014602	0.0002068421
ENSG00000247400	ENSG00000001167	-0.4316571	0.05071025	0.1402616	0.09017975
ENSG00000264575	ENSG00000120837	0.1990099	0.3871305	0.1613216	0.05093488
ENSG00000233429	ENSG00000120837	0.2910694	0.2005082	0.1957094	0.01751975
ENSG00000253738	ENSG00000120837	0.4998836	0.02102617	0.4363534	3.298678e-08
ENSG00000247400	ENSG00000120837	0.5052689	0.01946966	0.1088439	0.1894195
ENSG00000226950	ENSG00000120837	0.189246	0.4113079	-0.1572059	0.05722481
ENSG00000235823	ENSG00000120837	0.2647774	0.2460842	0.01309108	0.8749512
ENSG00000255198	ENSG00000120837	-0.1521045	0.5104124	-0.1418937	0.08646105
ENSG00000182165	ENSG00000120837	0.03642808	0.8754309	-0.09617278	0.2465512
ENSG00000245694	ENSG00000177453	-0.4708307	0.03122114	-0.1301976	0.1160006
ENSG00000268388	ENSG00000177453	-0.06613607	0.7757766	-0.003311492	0.9682469
ENSG00000251562	ENSG00000101882	0.2000007	0.3847225	0.3193455	8.062107e-05
ENSG00000245694	ENSG00000169760	-0.5137732	0.01720096	-0.3060585	0.0001632727
ENSG00000251562	ENSG00000169760	0.4558659	0.03780968	0.1181281	0.1541588
ENSG00000245532	ENSG00000112981	-0.3549935	0.1143114	-0.009270218	0.9112688
ENSG00000268388	ENSG00000112981	-0.0501494	0.829084	0.01982824	0.8115896
ENSG00000268388	ENSG00000134250	0.06477039	0.7802962	0.05788029	0.4862068
ENSG00000251562	ENSG00000139910	0.1654756	0.4734751	0.1491354	0.07141486
ENSG00000268388	ENSG00000139910	-0.1023777	0.6587865	0.1950858	0.0178896
ENSG00000268388	ENSG00000141458	-0.009035225	0.9689942	0.01728274	0.8354095
ENSG00000251562	ENSG00000141458	0.3844563	0.08529168	0.1771085	0.0318738
ENSG00000251562	ENSG00000025434	0.006803006	0.976652	0.1002784	0.2268624
ENSG00000245532	ENSG00000025434	0.5425248	0.01105335	0.2169665	0.008299336
ENSG00000197989	ENSG00000177463	-0.2118392	0.3566075	-0.05637266	0.4976532
ENSG00000227354	ENSG00000177463	0.3164982	0.1621712	0.4906124	2.823867e-10
ENSG00000177640	ENSG00000177463	0.3932901	0.0777659	0.3444895	1.932214e-05
ENSG00000253738	ENSG00000177463	0.768936	4.637884e-05	0.6337755	6.956767e-18
ENSG00000236790	ENSG00000177463	-0.2063166	0.3695715	0.07508008	0.3660999
ENSG00000175611	ENSG00000113580	0.2208713	0.3359815	0.2303691	0.004999114
ENSG00000235823	ENSG00000113580	-0.1367787	0.5543815	0.02736936	0.7421068
ENSG00000247400	ENSG00000106459	0.5355684	0.01234403	0.4460371	1.497313e-08
ENSG00000253738	ENSG00000106459	0.6673577	0.0009497042	0.5399138	1.70061e-12
ENSG00000224939	ENSG00000106459	0.5058055	0.01931977	0.1297029	0.1174045
ENSG00000245694	ENSG00000141698	-0.5193197	0.0158396	-0.08658842	0.2970286
ENSG00000251562	ENSG00000101188	-0.1869986	0.416987	-0.01792415	0.8293924
ENSG00000245532	ENSG00000101188	0.2285961	0.3189138	0.03526633	0.6715197
ENSG00000245532	ENSG00000168101	-0.1835659	0.4257426	0.08480042	0.307153
ENSG00000251562	ENSG00000164978	-0.3788394	0.09034996	-0.02239001	0.7877906
ENSG00000268388	ENSG00000164978	-0.19568	0.3952851	-0.007403534	0.9290835
ENSG00000268047	ENSG00000167005	-0.4465669	0.04242039	0.1113469	0.1793808
ENSG00000263843	ENSG00000167005	-0.2536418	0.2672467	0.2144581	0.009096917
ENSG00000267858	ENSG00000167005	-0.3792956	0.08993103	0.01375103	0.8687025
ENSG00000260464	ENSG00000167005	-0.1682294	0.4660395	0.1874375	0.02300535
ENSG00000225439	ENSG00000167005	0.3522702	0.1173143	0.420735	1.120723e-07
ENSG00000214719	ENSG00000167005	-0.4625896	0.03472695	0.3454138	1.828989e-05
ENSG00000260260	ENSG00000167005	-0.02378722	0.9184821	-0.3649569	5.497199e-06
ENSG00000257259	ENSG00000167005	0.002475505	0.9915031	0.07067983	0.3949381
ENSG00000250988	ENSG00000167005	-0.1559024	0.4997823	0.1966008	0.01700268
ENSG00000245694	ENSG00000170502	-0.3033695	0.1812721	-0.2598417	0.001481445
ENSG00000268388	ENSG00000089127	0.270948	0.2348359	-0.04564947	0.5829836
ENSG00000268388	ENSG00000111335	0.129668	0.5753419	-0.0002374348	0.9977227
ENSG00000268388	ENSG00000111331	0.2240993	0.3287848	-0.02178365	0.7934069
ENSG00000268388	ENSG00000135114	-0.08256655	0.7219849	-0.06442165	0.4382163
ENSG00000245532	ENSG00000180304	-0.523077	0.01496783	-0.1029784	0.2145355
ENSG00000251562	ENSG00000122126	0.3892267	0.08116337	0.2361912	0.0039757
ENSG00000268388	ENSG00000122126	0.1775081	0.4414315	0.1988087	0.01577854
ENSG00000268388	ENSG00000173391	-0.2335689	0.3082078	-0.0215311	0.7957493
ENSG00000251562	ENSG00000162600	-0.08240453	0.7225097	0.2857185	0.0004514913
ENSG00000245532	ENSG00000170909	0.05871118	0.8004294	-0.08389032	0.3123923
ENSG00000251562	ENSG00000170909	-0.06749853	0.7712746	0.02244633	0.7872695
ENSG00000251562	ENSG00000172818	-0.2880387	0.2054502	0.1316709	0.1118967
ENSG00000251562	ENSG00000165912	-0.2698309	0.2368471	0.007809446	0.9252064
ENSG00000245532	ENSG00000165912	-0.09555542	0.6803236	-0.001769998	0.9830248
ENSG00000268388	ENSG00000165912	-0.0444648	0.8482277	0.1346519	0.1039401
ENSG00000251562	ENSG00000137843	0.1081919	0.6406339	0.219353	0.007598656
ENSG00000251562	ENSG00000124171	-0.06384586	0.7833598	0.2393247	0.003506662
ENSG00000268388	ENSG00000059378	-0.01048316	0.9640282	-0.05099297	0.5396263
ENSG00000251562	ENSG00000059378	0.119708	0.6052642	0.1827985	0.02668455
ENSG00000268388	ENSG00000173193	0.3765688	0.09245639	-0.004353771	0.9582607
ENSG00000226950	ENSG00000167081	0.3642145	0.1045562	-0.2050565	0.01272091
ENSG00000264575	ENSG00000167081	0.7678297	4.8304e-05	0.1267886	0.1259452
ENSG00000253738	ENSG00000167081	0.7920371	1.880109e-05	0.3476026	1.604881e-05
ENSG00000255198	ENSG00000167081	0.748323	9.563589e-05	-0.1697162	0.03987264
ENSG00000182165	ENSG00000167081	0.6865065	0.0005886649	-0.2036445	0.0133624
ENSG00000247400	ENSG00000167081	0.07954504	0.731791	0.1050633	0.2053492
ENSG00000245910	ENSG00000167081	0.42528	0.05461422	-0.1851695	0.0247457
ENSG00000260583	ENSG00000167081	0.6681635	0.0009314102	0.1430832	0.08382884
ENSG00000197989	ENSG00000167081	-0.2550228	0.2645617	-0.2484938	0.002406493
ENSG00000238197	ENSG00000167081	0.6963805	0.000453656	0.3762695	2.641887e-06
ENSG00000233429	ENSG00000167081	-0.3102195	0.1711238	0.0902338	0.2770783
ENSG00000245694	ENSG00000197111	-0.2221889	0.3330329	0.1885091	0.02222034
ENSG00000245532	ENSG00000197111	-0.2420997	0.2903576	0.2574613	0.001643067
ENSG00000251562	ENSG00000183570	-0.02009532	0.9311025	0.06709678	0.4193952
ENSG00000245694	ENSG00000183570	-0.6145131	0.003036348	-0.3498523	1.401695e-05
ENSG00000268388	ENSG00000138650	-0.04936279	0.8317277	0.002718057	0.973935
ENSG00000251562	ENSG00000160299	0.2258623	0.3248933	0.4915424	2.583252e-10
ENSG00000245532	ENSG00000160299	-0.04659462	0.841045	0.2594049	0.00150997
ENSG00000245694	ENSG00000175426	-0.02689547	0.9078714	-0.115192	0.1647306
ENSG00000245532	ENSG00000160191	-0.008091856	0.9722302	0.1078017	0.1937177
ENSG00000245694	ENSG00000004799	-0.4842421	0.02611756	-0.2862889	0.0004392393
ENSG00000268388	ENSG00000004799	-0.1461972	0.5271594	0.5311192	4.500625e-12
ENSG00000245694	ENSG00000067840	-0.5485549	0.01002554	-0.1151461	0.1649002
ENSG00000251562	ENSG00000174827	0.08303517	0.7204678	0.001493024	0.9856808
ENSG00000245532	ENSG00000174516	-0.3959824	0.0755742	0.08729687	0.2930789
ENSG00000251562	ENSG00000141456	0.2800049	0.2189413	0.1085886	0.190466
ENSG00000245694	ENSG00000139197	-0.3779937	0.09113029	0.08576736	0.3016501
ENSG00000245532	ENSG00000170525	0.4445852	0.04345712	0.1809466	0.02828796
ENSG00000268388	ENSG00000170525	0.2710264	0.2346952	-0.07167816	0.3882788
ENSG00000268388	ENSG00000164040	-0.08962837	0.6992318	0.0792793	0.3398265
ENSG00000245694	ENSG00000164040	-0.1084111	0.6399531	0.07291568	0.3801187
ENSG00000245532	ENSG00000103335	0.0722873	0.7555077	0.1461693	0.07729856
ENSG00000251562	ENSG00000103335	-0.02347912	0.9195347	0.1215016	0.1426511
ENSG00000245694	ENSG00000185808	-0.5489205	0.009965827	0.1460633	0.07751584
ENSG00000245694	ENSG00000127445	-0.5628357	0.00789974	0.1352733	0.1023392
ENSG00000251562	ENSG00000127445	-0.01035438	0.9644698	0.1264674	0.1269148
ENSG00000268388	ENSG00000123739	-0.1004909	0.6647179	0.1073296	0.1956882
ENSG00000245532	ENSG00000103066	-0.2259572	0.3246846	-0.0812416	0.3279698
ENSG00000245694	ENSG00000103066	0.04906091	0.8327428	-0.02912597	0.7261936
ENSG00000251562	ENSG00000153246	0.02077678	0.9287717	0.3180536	8.647339e-05
ENSG00000245694	ENSG00000011422	0.3595253	0.1094381	0.2266074	0.005779904
ENSG00000251562	ENSG00000011422	-0.1464683	0.5263854	0.05126885	0.537432
ENSG00000245532	ENSG00000149782	0.618657	0.002792364	0.3372108	2.959514e-05
ENSG00000251562	ENSG00000149782	-0.07318201	0.752572	0.1164242	0.1602299
ENSG00000245694	ENSG00000083444	0.2016786	0.3806638	-0.007675271	0.9264878
ENSG00000268388	ENSG00000083444	-0.0815851	0.7251656	-0.02841593	0.7326123
ENSG00000245694	ENSG00000105520	-0.4085312	0.06596412	-0.1343521	0.1047196
ENSG00000268388	ENSG00000105520	0.04024909	0.8624785	0.3098067	0.0001342516
ENSG00000251562	ENSG00000105520	0.1652491	0.4740892	0.1218643	0.1414537
ENSG00000225937	ENSG00000124225	-0.2239551	0.3291043	-0.03605024	0.6646548
ENSG00000251562	ENSG00000176903	0.3433494	0.1275487	0.2699073	0.0009460612
ENSG00000245910	ENSG00000148606	0.1422043	0.538623	0.3019196	0.0002020469
ENSG00000245694	ENSG00000132664	-0.5695852	0.00703258	-0.03370052	0.6853128
ENSG00000268388	ENSG00000132664	-0.08373505	0.7182038	0.07160934	0.3887357
ENSG00000227354	ENSG00000028277	-0.2410416	0.2925361	0.4768603	1.022078e-09
ENSG00000260583	ENSG00000028277	-0.208308	0.3648661	0.06803125	0.4129332
ENSG00000233429	ENSG00000028277	0.7344493	0.0001499881	0.2512387	0.002144229
ENSG00000245910	ENSG00000028277	-0.1218284	0.5988405	0.1804213	0.02875746
ENSG00000197989	ENSG00000028277	0.007824099	0.9731488	0.1247989	0.1320457
ENSG00000235823	ENSG00000028277	-0.348674	0.1213663	-0.09945817	0.2307044
ENSG00000226950	ENSG00000028277	-0.2849105	0.2106358	0.009928106	0.9050003
ENSG00000253738	ENSG00000028277	-0.09769594	0.6735394	0.08116706	0.3284153
ENSG00000238197	ENSG00000028277	-0.2086707	0.3640127	0.2554934	0.001788643
ENSG00000264575	ENSG00000028277	-0.2701274	0.2363123	0.03618106	0.6635118
ENSG00000175611	ENSG00000028277	-0.04113568	0.8594779	0.4143618	1.814036e-07
ENSG00000255198	ENSG00000028277	-0.07043704	0.7615889	0.102904	0.2148683
ENSG00000247400	ENSG00000028277	-0.2778981	0.2225737	-0.0901272	0.2776486
ENSG00000182165	ENSG00000028277	-0.2902042	0.2019109	-0.03529855	0.671237
ENSG00000177640	ENSG00000028277	-0.3190592	0.1586145	-0.1614504	0.05074761
ENSG00000223806	ENSG00000204531	0.1623192	0.4820708	-0.01159583	0.8891369
ENSG00000255794	ENSG00000204531	0.4093294	0.06538574	0.143694	0.08250253
ENSG00000183535	ENSG00000204531	-0.07789997	0.7371469	0.1176982	0.1556738
ENSG00000229847	ENSG00000204531	0.1331182	0.5651287	-0.1154989	0.163601
ENSG00000183242	ENSG00000204531	-0.004924009	0.9830997	-0.1683003	0.04158275
ENSG00000242808	ENSG00000204531	-0.2981465	0.1892802	-0.006261795	0.9399976
ENSG00000180422	ENSG00000204531	-0.1809348	0.4325196	0.04689878	0.5727039
ENSG00000234741	ENSG00000204531	0.1343677	0.5614498	0.141069	0.08832435
ENSG00000226496	ENSG00000204531	0.3067079	0.1762762	0.1404914	0.08964857
ENSG00000222041	ENSG00000204531	-0.09927674	0.6685448	0.01035989	0.9008893
ENSG00000258791	ENSG00000204531	-0.0469465	0.8398594	0.1453928	0.07890182
ENSG00000130600	ENSG00000204531	-0.08268769	0.7215926	-0.04719314	0.5702943
ENSG00000226711	ENSG00000204531	-0.156951	0.4968665	0.03884319	0.6404251
ENSG00000258655	ENSG00000204531	-0.07344696	0.7517033	0.1279501	0.1224857
ENSG00000261105	ENSG00000204531	-0.1173073	0.612571	0.10377	0.2110134
ENSG00000225783	ENSG00000204531	0.01845143	0.9367273	-0.05595049	0.5008836
ENSG00000228824	ENSG00000204531	0.03947968	0.865084	0.115528	0.1634944
ENSG00000224843	ENSG00000204531	-0.3357545	0.1367518	0.0322288	0.6983725
ENSG00000231528	ENSG00000204531	-0.05764284	0.8039923	-0.07299317	0.3796113
ENSG00000186615	ENSG00000204531	-0.4218691	0.05679465	-0.06306124	0.4479689
ENSG00000225470	ENSG00000204531	0.05671552	0.8070879	0.3349022	3.38058e-05
ENSG00000228223	ENSG00000204531	-0.3031474	0.1816078	-0.2219819	0.006887998
ENSG00000259974	ENSG00000204531	-0.1628093	0.4807309	-0.08895591	0.2839665
ENSG00000228630	ENSG00000204531	-0.06048137	0.7945343	0.0882004	0.2880923
ENSG00000270641	ENSG00000204531	0.3814421	0.08797922	0.07598138	0.3603575
ENSG00000198468	ENSG00000204531	-0.2351158	0.3049226	0.09984394	0.2288918
ENSG00000231074	ENSG00000204531	-0.1617864	0.4835292	0.1690587	0.04065927
ENSG00000249859	ENSG00000204531	0.1393613	0.5468545	0.2517695	0.002096615
ENSG00000251562	ENSG00000204531	0.07044449	0.7615644	0.2017869	0.01424927
